tweet_id,text,favorites_count,retweet_count,user_id,followers,friends,account_description
1376439414776160266,"RT @t0m0m0nm0n: 酒飲みながらポッキー摘んで、鼻歌交じりにニヤニヤしながら『リンボーしてるジンゴ』を書いてる姿を想像すると、なんのかんので世の中平和だなぁ…笑ってしまう(笑)

(勝手な想像申し訳…m(_ _)m)",0,1,934591440822272000,1160,290,地雷皆無漫画家🐔イラスト、小ネタ、キャラプロフ等はモーメントに！『神様ですげェむ』関連の呟き、日常やイラスト、漫画。SNS下手原始人。自作品のキャラ崩壊ぬい撮り系サブ垢→@kami_nui 連載中『神様ですげェむ』https://t.co/DAIKPKd7pc 経歴:https://t.co/2GKmY0zXsF
1376439385705435136,"めちゃめちゃキーワード変えながら調べたら出てきた！！
｢だれがハンプティをころしたの？｣ってゲームだった！！！
実況見たのは確かポッキーだわ",0,0,1155297959870783489,44,331,かすか。前の名前でも今の名前でも好きに呼んでね。和装と人外とケモがすき。ミュート推奨。雑多。i:やまねこちゃん h:珈琲ちゃん
1376439236350500868,"8、9① ぜのぷろ♨️
ポッキーさん
東海オンエア
パオパオチャンネル",0,0,1296492985278820353,81,158,アニメ､漫画、ゲーム、声優等好きです。五等分の花嫁⇒三玖🎧μ's⇒希💜Aqours⇒善子😈虹⇒彼方🐏ぜのぷろ♨️/アイコン→ @nonha_zenopuroちゃん/五等分の花嫁、ごとぱず垢⇒＠Aoi_5Hanayome
1376439022797516803,"【今日の和丸の迷言】 2013/11/28
(男しかいない部室で)和丸「誰かポッキーゲームしようぜー」#拡散希望",0,0,2219193120,19,9,このbotの中の人の身近にいる、若干変な人が言った迷言を定期的に呟きます和丸→@kazdis2 愛さん→@apo_rr
1376439007882579972,ドキドキするポッキーさん隣にいる気分,0,0,1341368476397522944,153,149,DDオタクですっ ̫ ‹♡
1376438766848503809,"「ひとつちょうだい」レベル表どこまで許せる？
レベル1:ポテチ
レベル2:マックのポテト
レベル3:きのこの山
レベル4:ポッキー
レベル5:たけのこの里
レベル6:パイの実
レベル7:ハイチュウ
レベル8:ピノ
レベル9:からあげくん
レベル10:雪見大福",0,0,2163399457,30,45,
1376438752675987456,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1279081460587094016,2,134,25
1376438695230808064,"RT @Ashun_0606: ／
🎀フォロー＆RTキャンペーン✨
＼
たっぷりのチョコレートの #ポッキー 😋
Share Happiness

🧉＃江崎グリコ ポッキー贅沢仕立て(ミルクショコラ) 
5⃣名様に #プレゼント 

応募方法❤️
フォロー＆RT🔁

〆切：4/…",0,1419,924138950347784192,1,2792,9月から本格的に婚活スタート！！彼氏なし崖っぷちアラサー。婚活アカウントの方、無言フォロー失礼いたします🙇‍♂️🌸
1376438600741441540,"俺のポッキーを食べた犯人募集中！！
#ポッキー",1,0,1316730626683281408,15,46,"引きこもりゲーマー　24歳学生
基本CODBOCW
たまにフォートナイトとかapax
あ、バキバキ男です。
淫夢厨
フォロバ99.99999999%
fps歴2億年なのにうまくならないなぁー"
1376438562011238400,小腹すいてきた。ポッキー食べたい。ないけど,0,0,1368457460843868160,7,13,主にapex。初心者。 ブロンズ 。 オクタン、ブラハ練習中 。たまにスプラ2。
1376438558429339649,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1328599324138360833,2963,4746,👑3人の母ちゃん❤️孫3人♡❤️9人の大家族❤️食べる事←大食いです🍴ネイル💅コスメ💄釣り🎣スイーツ🍰旅行✈️大好き❤️一日一善❤️笑顔と感謝を忘れずに❤️#はるぴょんの当選報告
1376438448131764226,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1105657394770538496,224,3223,好きなもの→NBA.バスケ観賞好き　詳しくはないが映画好き　食べるの大好き　たまに雰囲気飲み１人飲み　図書館・本、本の匂い・触り心地好き　苺、フルーツ、野菜　人が好き　サーフィンBMX観賞もすき。
1376438203473797126,"ポッキーを半分にするにはどうするのか教えて？
↓
━一
↓
ふざけないで！
↓
ぽっきーでF8で変換
↓
ﾎﾟｯｷｰ できた！ありがとう！",0,0,1725633962,17,0,田中の髪は短い坊主♪
1376438110737682433,"9.ぜのぷろ
   はじめしゃちょー
   ポッキー
その他約90組",0,0,1252687607546302464,128,459,のんびり生きてます。 人類全員に人見知り /#ぜのぷろ 最高♨️ /アニメ好き ラブライブ！ μ's:絵里 Aqours:曜 /BanG Dream!:沙綾、モカ/ガルパ スクフェス スクスタ モンスト ポケモンGO その他
1376438024989380609,"磯野クンがスッとポッキーを差し出す。『ん、何？』『な、なんでもねえよ。姉さんがくれたんだよ！』と言いうがコンビニのお印テープを確認。
『最後の一本は一緒にたべようか…』『チョコっとだけな…』磯野クン･･･♡",0,0,1874696683,484,0,磯野くん大好きよ～♡
1376437988184367105,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1224294574555721729,15398,4,"初めまして！無料試供品提供、キャンペーン情報など様々な情報をつぶやきます～( ˊᵕˋ )♡毎週の抽選イベントに是非ご参加ください！ 緊急連絡先：okay_amazon@126.com☺️☺️
過去の当選実積は『いいね欄』にてご確認ください。
#Okay当選実績
#拡散希望2万フォロワーのお願い　"
1376437945947709441,ポッキーの7 Days To Dieをみて一日が終わりました😌✌🏻,1,0,1371047528532123648,62,64,♥︎死んで上等女は度胸♥︎
1376437792897593344,"RT @PockyJPN: 春は変化の時。

新生活とともに訪れる、出会いや別れ。

ポッキーがあれば、離れていても、

喜びや応援、感謝の気持ちをつなげられる。

この春も、これからも、

大切な人との幸せを感じていられますように。

#ポッキー何本分 心つなげられるかな。…",0,8,932761777586049024,545,3747,😊
1376437686748110848,"口には出さずに相思相愛
隠せない感情どうしようもない

MCimiga 思い出ポッキー",0,0,1718856108,243,174,"パンチラインbotがいっぱいあったのでYouTuberのパンチラインbot作りました。
ご要望など是非リプ下さい。"
1376437652782673922,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1329211141453615104,6,301,なんでもないただの主婦/育休中
1376437617215090688,"@TOMO_cleaner 箱可愛いです✨
当選おめでとうございます〜！！🎉✨
自分はポッキー派です💦
ポッキーもプリッツもどっちも美味しいですよね✨",1,0,1218201725183516673,833,804,YouTubeにてフォートナイトの配信やってます〜 ✨ 救護班として敵のプレイヤーさん達に回復アイテムを落としてます！代償として僕はリプートカードにされます。 BTO以下のエイムにご期待くださいな
1376437576693817347,"RT @gogopiyosuke: Pocky Japan @PockyJPN 様より

ポッキー＆プリッツの日
バーチャル運動会Wチャンス
ポッキー組詰め合わせBOXを頂きました🌟

可愛いアリスのTea Timeで癒される♥️♠️

食べた事のないポッキーもあるので
後程ゆ…",0,24,1308641597177753601,3773,4417,👑 1歳児👦ママ/スイーツ🍰/グルメ🍽/お菓子🍫/旅行✈︎/ スポーツ⚽️/お出かけ・食べること大好き❤️Wワーク👩‍💻👩‍🍳毎日節約生活💴 のんびりマイペースに懸賞楽しんでます🧡(低浮上気味)無言フォロー大歓迎✨敬語ポイで仲良くして下さい😊フォロバゆっくりめです💦 #こゆず当選報告 👑
1376437431616954369,ボッキしてもポッキーくらいしかないけどな #DAWY,0,0,245934668,165,214,"俺がオリジナルだと思っていたが、実は違ったらしい。
どうやら俺も数あるDAWYボットのひとりだったようだ・・・。

「ちんこ」とリプライいただければ何かしら返します/「おみくじ　」といただければ今日の運勢を占います。/ふたなりっ娘を探すためにしばらく旅に出ます。探さないでください。
本家ちんこbot→@dot7"
1376437360804515843,"ちょっとさ？

のばらちゃんのやつ…炭酸にポッキーつっこまれてね？まじか",0,0,4396603934,68,76,呪術専用コス垢になります/九州住みレイヤーです/ ⚠️重加工者/最推し夏油様脹相お兄ちゃん/さしすは最強/ツイフィの必読よろしくお願い致します/他作品(本垢)→(@Masaharu1204RIN)
1376437357272965121,雪藻総子：古来より続く様式を重んじる王国軍ポッキー派にそれらを年寄共の横着とみなす反乱軍のトッポ派、一方私は世捨て人のじゃがりこ派としてこの11月11日を乗り切る,0,0,214450802,55,6,２３創作隊語録botです。関係者以外はフォローしてもどうしようもないよ。下ネタ関係ばっかりだよ。作ってるのは@no33bu10miだから基本的にはこいつがフォローしてる人たちの語録だよ。
1376437163642908674,ポッキー「っしゃあ！！大物しとめたぞ！さぁ、剥ぎ取り剥ぎ取りｖｖ　　よし、クラちゃーん、帰るよー！」　クランティフ「姉さん。まだ、はちみつを採取してないけど・・・？」　ポッキー「あっ・・・。やっべ！急げクラちゃんー！！」　#HanMon,0,0,178322809,67,37,ちびっ狐(？)侍のちび参上！ちび以外にも、一族の皆がしゃべるのでごじゃる！◆※企画キャラのbotです。
1376437119363600385,"弟がポッキーをタバコ替わりにしとってめっちゃおもろいwwwwww
春から中学生だけど大丈夫そ？www",1,0,1361290931735982084,65,78,春から高校生！     無言フォロー失礼します。仲良くしてくれると嬉しいです☺️タメ語全然おけ！        ねこなー／秘密の同居人
1376437101881782272,"きっしょw

男女でポッキーゲームいろんなお菓子でやってみたらヤバすぎた学園 https://t.co/0cIxtkBYtK @YouTubeより",0,0,971402094,229,221,スロット期待値稼働/プログラミング(php swift)/ウーバー配達員
1376437081606524929,"トッポ！！！！！
ポッキーは極細のやつは好き！！ 

#Peing #質問箱 https://t.co/4lzXGmriRa",0,0,76934676,759,972,曲の配信販売時の名義はsyowya。ここは個人垢なので雑談メイン。活動情報は→@syowya_info / 歌詞botができました→ @syowya_bot
1376436972294602756,RT @smallp331: アイマス史上初(？)の海外商品とのコラボキャンペーン？台湾の城市一族というポッキー系のメーカーだそうだ！賞品も豪華でオレ氏が爆買宣言します！　https://t.co/i6pEacc8oQ https://t.co/B2cfQr06mF,0,107,69643037,343,1026,ファミコン全盛期にゲームを禁じられた反動で、大人になったらゲーム機所有台数が30台を超えてしまった馬鹿こと俺です。（成人済み）
1376436906167169024,"バレンタインはやっぱりポッキー！？
可愛いシェアハピをプレゼントしよう！
https://t.co/ztjOJBGGJ4",0,0,2431324435,1810,1988,最短でフォロワーを獲得しましょう。 相互フォロー１００％承認！ 相互フォロー大歓迎です。
1376436701040504832,RT @smallp331: アイマス史上初(？)の海外商品とのコラボキャンペーン？台湾の城市一族というポッキー系のメーカーだそうだ！賞品も豪華でオレ氏が爆買宣言します！　https://t.co/i6pEacc8oQ https://t.co/B2cfQr06mF,0,107,419351623,448,98,台湾人🤪 【アイマス／李衣菜、夏樹、晴担当Pです】【バンドリ／青葉モカ、美竹蘭】ゴッドイーター、坂本真綾、GITADORAすき。(日本語はまだ上手くできません) PIXIV id=655946 plurk：sdcg00
1376436665196015617,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,1213648981969866754,907,2590,脳梗塞と両膝手術のリハビリをしながら、繁殖場レスキューのチンチラシルバーのオスカーとささやかに暮らしています☺️観劇•スイーツ•華流ドラマ•羅云熙レオロー•ガオウェイガン•ディリラバ他を愛でるのが楽しみ🥰仲良くしてね😘
1376435936653807617,"ある時は、抹茶ポッキーの人
ある時は、抹茶キットカットの人
ある時は、抹茶アルフォートの人

抹茶が多いのは、抹茶が好きだからである",0,0,1141471415897452544,35,35,"にゃーにゃーにゃー(岡工演劇部2年だにゃー)
にゃーにゃーにゃー(雑アカだにゃー)
にゃーにゃーにゃー(いちごミルクの人だにゃー)
にゃーにゃーにゃー(猫は可愛いにゃー)
にゃーにゃーにゃー(今更厨二病やってるにゃー)
にゃーにゃーにゃー
……
以下略"
1376435604666249220,"アンケートで聞いてみましょう。くにえにで描くなら、
ガラスごしにキス・ポッキーゲーム・布団の上から抱きしめる・お互いの爪を切る
の４つの中でどのお題がいいですか？
#shindanmaker
描くとは言ってないがな
https://t.co/Uk4NTRjOgu",0,0,1089831759372414976,82,111,"にくき　ゆう　と申します。創作審神者の話とかしてる。伯仲と動物が好きな国広推し。 BL苦手(嫌いではない)。女体化、NLGLはOK。野良猫の如く絡んだり絡まなかったり。基本自由に呟いてる。成人済。
ヘッダー　@_yu___u___ki_
アイコン　自作
詳細→https://t.co/S2o3L1LgYg"
1376435495396286465,（❻まだポッキーひとくちも食べられてない話します？😭😭😭）,0,0,932235647846268928,684,469,1️⃣🐰🤖／BinTRoLL／🌼⚔🍋いつメン／初心者＝勉強中🔰／配信リアタイ時うるさいです🙇‍♀️／わりと大人👾／FRBご自由に🙆‍♀️／リンクにプロフカード🤞
1376435480779091976,RT @7_r_xx: ジミンとポッキーゲームしたいとかそんな強欲なこと言わないからジミン食べたい（退場）,0,1,764735331178393601,7,10,@7_r_xx
1376435377334984706,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,4430091920,322,1045,"札幌  エスポラーダ、F・Do、日ハム、レバンガ、🏒
そしてSOLIDEMO、H.G、"
1376435267763011584,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,1289098192856866816,191,1678,よろしくお願いします。
1376435124158402564,☆ちょっとした休憩に食べたいチョコレート菓子ランキング☆　①たけのこの里　②ポッキー　③キットカット　④ブルボンプチ　⑤グリコアーモンドチョコレート　チョコはコーヒーにぴったり^^,0,0,1052768011,132,34,スタバのコーヒーが大好きです(*^^*) スタバの裏情報やコーヒーの効能などを調べています。コーヒーやスタバが好き！という方はフォローお願いします♪
1376435119557242880,"RT @gogopiyosuke: Pocky Japan @PockyJPN 様より

ポッキー＆プリッツの日
バーチャル運動会Wチャンス
ポッキー組詰め合わせBOXを頂きました🌟

可愛いアリスのTea Timeで癒される♥️♠️

食べた事のないポッキーもあるので
後程ゆ…",0,24,1073576555585114112,3348,4224,美容だいすき♡♡ブルベ冬❄骨格ウェーブ🐰スキンケア｜コスメ｜ヘアケア｜🇰🇷cosme、fashion、music、food｜モニター｜懸賞｜ダイエット｜トレーニング｜料理｜旅行｜豆っ子🌱今年は自分磨き頑張る︎︎︎︎︎︎(・×・)
1376434827205865475,"加賀野菜、さつまいも五郎島金時ポッキー

#みぃのごはん https://t.co/rwyZHaOfXX",0,0,2922662352,37,190,
1376434807236816900,@YZPN8080 同じく！でもポッキーも好きだし悩む(;´д｀),1,0,1339103598005776384,296,275,💍@kirukiru814/🤍@oni_gp @ko_to_ko_1024 @teruteru_bouzu6 @takuku_00 @MILK_0129 @Akutacyan_ZBST @Tofu_0214 @xs3rd @_L1ah @Ela1ne_FN @ave_05_ @AOKM999/
1376434758364712969,RT @sinisoudesu_: 洛山ポッキーの日 https://t.co/CBaEae7Cr3,0,32,1346111806918385667,37,40,먹적 고녹 좌우고정
1376434733467373568,トッポの売り文句「最後までチョコたっぷり」って、「うちはポッキーとは違って最後までチョコが入ってるんですよ！」的な意図をかなり感じる。,1,0,1319227541375205377,64,180,SSQC所属  サッカーとクイズが好物の馬です。
1376434709157212169,"@ilyChloeX ポッキーかいいねの
どっちも買うことにするw",0,0,1339103598005776384,296,275,💍@kirukiru814/🤍@oni_gp @ko_to_ko_1024 @teruteru_bouzu6 @takuku_00 @MILK_0129 @Akutacyan_ZBST @Tofu_0214 @xs3rd @_L1ah @Ela1ne_FN @ave_05_ @AOKM999/
1376434698046513159,ポッキーゲームねぇ……( ◜ω◝ )💕,2,0,1338887979331305472,80,93,#きのっ子達 #先生の擬人化図鑑 どうもきのこです。呼び方はきのこでもMでもなんでも良いです。テンション常におかしい。創作とか推しとか夢とか私生活とか。@PoyonikaZ @MSsousaku @poyopoyoKNK 🔞→@MSsousakuura
1376434659467296772,RT @rosukeysan: ポッキーの日の歌枠で盛大に噛むもここ最近で一番楽しそうなろすきぃさん😊 https://t.co/H7njhgSl9d,0,70,1245998509662162945,1,3,"聴く人 
ᶫⁱҟᴱ ▹ 𝚁𝙾𝚂𝚄𝙺𝙴𝚈 @rosukeysan 
￤ 水色 ￤ カズー ￤ 弾き語り ￤"
1376434539694727171,エフィーの誕生日にポッキーゲームしようね…。どっちが誘うんか知らんけど…,1,0,1372114603899973635,20,22,"霧雨(@kirisame_0320)のサブ垢です！
のんびりまったり交流気味
企画参加は久方振りなので仲良くしてくれたら嬉しいです！
日曜〜水曜の午後11時から低浮上に近い無浮上になります🙌"
1376434182021283840,カラオケで食べるポッキーは10割増しくらいで美味しい,1,0,1233874680064303104,192,216,東葛1ーF #春から東葛(?) 良い人です。カスではないです。
1376434136429174784,"3/28日曜日の計測
体重54.8kg BMI21.3
3/29月曜日の計測
体重54.8kg BMI21.3
実は
昨晩
煎餅とか
ポッキーとか
食ってしまったんですよ。
明日がやばいなー

#断糖高脂質食をなんとなく続けて見る https://t.co/Gg8WWas6eJ",0,0,1184634312978644992,86,102,健康づくりだけaccountです。
1376434081840304131,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,128555099,177,3252,
1376434013447938054,"沙耶「美音ちゃん！ポッキーゲームしましょ！」
美音「あー……ポッキーだけもらうわ」",0,0,2828154517,4,1,kiyu-00【@crown043】の創作キャラたちのBotです。BLやGLとうのCPがあるので気を付けてください！まだまだ試運転ですが暖かい目で見守ってください！
1376433949312872453,"#さ行の後にポッキーゲームしよをつける

されたいポッキーゲームしよ
したことないからポッキーゲームしよ
スイーツポッキーゲームしよ
全身ポッキーゲームしよ
想像ポッキーゲームしよ",0,0,2783607614,55,83,"始めました♪分からないことだらけですがよろしくお願いします(ゝω・)
自己紹介。大学４年生の22才。埼玉出身。ディズニー大好き!!スイーツ大好き!!お笑い大好き!!
だいたいいつも笑ってます（笑）"
1376433947635109890,さくら抹茶ポッキーの二本食いがとまらねぇでよﾎﾟﾘﾎﾟﾘﾎﾟﾘ,1,0,756859681092415488,152,141,ﾏｸﾞﾒｸﾞ/創作/
1376433832514097152,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,1352242202840190982,2094,3243,"趣味/ハンドメイド✂️子供と旅行に行きたい✈️卓球🏓食べる事大好き🍴音楽🎸懸賞🎯
6歳2歳の子供がいるママです👨‍👩‍👧‍👦子育ての合間にコツコツ応募してます🎁
当選報告は必ずSNSでしっかりします✨
#るーしーの当選報告"
1376433807084032005,RT @smallp331: アイマス史上初(？)の海外商品とのコラボキャンペーン？台湾の城市一族というポッキー系のメーカーだそうだ！賞品も豪華でオレ氏が爆買宣言します！　https://t.co/i6pEacc8oQ https://t.co/B2cfQr06mF,0,107,85318135,1079,3072,大喜利好き。提督やってます。ドラゴンクエストウォーカー。現在、白目のカブトムシが雄1匹と幼虫うじゃうじゃ。オオクワガタ（能勢産）の雌2匹と幼虫1匹を飼育中
1376433766499897344,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1115059252878405632,61,3014,
1376433741459988482,"@tamaki_narukuma ぽき

あ、、ポッキー食べたくなってきたww

ちるちゃんならぽる
可愛い💕

ぽまき成熊/ちる

wwww

可愛いやないかいw",0,0,1315965683579068416,285,338,波が激しいのはご了承ください ヘッダー画像→まえのん❤︎アイコン→❤︎りょーくす❤︎hydeさん❤︎まいりん❤︎→大切な親友 尊敬師匠いとうちゃんまらちゃん❤︎城田舞姫 好きな人❤︎シヤ❤︎まえのん うろちゃん 推しカップル ❤︎民族ハッピー組 ❤︎弦がほぼないギター ❤︎りおんてゃ ❤︎麻倉葉❤︎野良って呼んでね
1376433721654448128,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,893426136453046273,1147,4333,"オリジナルのモルカーを作成しています🐹
少しずつモルカーを増やして行く予定です💕
※最近、手芸を始めました。

現在プレイ中のゲーム🎶
・マジカミ
・ミストレ
・ウマ娘"
1376433413759004675,あ、ポッキー潰してもた,1,0,1273243732456779778,147,111,就活垢//#22卒 //関西//私文//人材、(コンサル)//留学//NPO団体//部活//ゼミ//成績優秀//ってこんなにやってきたのにガクチカはゴミクソです！^^はー！最悪！
1376432987584094209,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,108532295,517,2464,"お仕事下さい。仕事実績一覧、パーソナルアカウントはhttps://t.co/UOvpVx6skj参照 仕事依頼はDMかbettttttyon@yahoo.co.jpまで
 noteは https://t.co/wQHbGgm76A フリーライターとイベント評論家です。コロナ渦で2020年の仕事は0でした。"
1376432924283703304,"ツイッターに「一緒にトッポ食べませんか」て書き込んだら、誰お前って人から
「トッポじゃなくポッキー食べにうち来ませんか」
みてぇなリプライ来るの何なの。
「ﾜｧ！それならトッポやめてポッキーにするぅー」
とでも言うと思ってんの。
それ以前にお前誰。",0,0,2597240965,38,35,その点トッポってすげぇよな、最後までチョコたっぷりだもん。
1376432912896122884,"RT @Ashun_0606: ／
🌈フォロー＆RT #キャンペーン 『再掲』
＼
#江崎グリコ ポッキー贅沢仕立て(ミルクショコラ)20本 ×7個❤️
5⃣名様に

🧉チョコがたっぷり！
小包装でお友達に分けてもぴったり😊

フォロー&amp;RTで参加🔁
〆切：4/1
#懸賞 #キ…",0,614,1163377400081612800,25147,40,"🎁プレゼント企画開催中~ 💝無料試供品提供中 
🗣ツイタで色んなキャンペンーや抽選を行っています、ぜひフォローしてください
♥回答時間：朝11時－19時半
⭐休み：土・日・祝祭日
メール、お問い合わせのお返事は翌営業日となります。 
❤コラボは大歓迎!！  
#拡散希望
📍緊急連絡先：bs@amz886.com"
